"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"EEPD1_386",28,2,0.200806720097916,"no",-0.0270356238060863,0.170533320894414,-0.131612010566876,0.152160028482075,19,1,NA,NA,"","yes",0.00214132762312634,467
"KLHL29_165",31,2,0.201937341079986,"no",0.116413373891466,0.172836102081652,0.262738915965594,0.122406952513144,23,2,0.271877115616724,"no","","yes",0,467
"UBE3C_350",30,2,0.206989210894827,"no",0.0242490596282148,0.0977980991463453,0.016670013234115,0.16051187115723,23,1,NA,NA,"","yes",0,467
"CSMD3_3320",22,2,0.207334573773159,"no",-0.0833995366622095,0.159116697628108,-0.02282299954277,0.136893651017752,15,1,NA,NA,"","yes",0.00428265524625268,467
"OR4E2_226",32,2,0.208231093810553,"no",-0.13766736795163,0.293786725631218,-0.0163729975603638,0.00675187209961252,25,1,NA,NA,"","no",0.0149892933618844,467
"OR51B5_109",32,2,0.208482200154204,"no",-0.0231178745077124,0.263785112643784,-0.000483182676377453,0.0599350035423517,24,1,NA,NA,"","yes",0,467
"TOPBP1_681",32,2,0.210380776414664,"no",-0.777050825225052,0.36609355704392,-0.963497680746252,0.158749443811908,23,2,0.481946843368398,"no","","yes",0,467
"ATP8A2_126",31,2,0.221555677727178,"no",0.0122767741116501,0.101671067114953,-0.0151402253186579,0.048379472377419,24,1,NA,NA,"","yes",0,467
"EPB41L1_549",29,2,0.225774177037309,"no",0.131629089353385,0.220140001279524,-0.0418003228029173,0.0224014538920863,21,1,NA,NA,"","yes",0,467
"CHKB_153",32,2,0.226371935960339,"no",NA,NA,NA,NA,23,1,NA,NA,"","yes",0,467
"PBX3_386",32,2,0.226375127529284,"no",0.0209429990431346,0.16263038352547,0.0680981317602804,0.0658811701457606,23,2,0.0751968790841573,"no","","yes",0,467
"SDK1_2173",25,2,0.229695082553192,"no",0.0329150443640441,0.147780951718084,-0.0662407303484232,0.0209549478895523,17,2,0.674645391013478,"no","","yes",0,467
"SULT1C2_18",34,2,0.237939554292304,"no",-0.132986133785553,0.240254445697886,-0.128872875328689,0.0526393411249462,25,1,NA,NA,"","yes",0,467
"SULT1C2_4",34,2,0.237939554292304,"no",-0.132986133785553,0.240254445697886,-0.128872875328689,0.0526393411249462,25,1,NA,NA,"","yes",0,467
"GPR98_4213",25,2,0.238408774968336,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,467
"APLNR_241",29,2,0.238977207810107,"no",-0.0248847959081022,0.221059096900853,0.148422633555347,0.158843067565939,21,1,NA,NA,"","yes",0,467
"SETBP1_558",30,2,0.241455465576617,"no",-0.0347022965890539,0.197125679469729,-0.07418958585722,0.06702125120811,23,1,NA,NA,"ACC_Act,PCPG_Act,RCCC_Act,THCA_Act","yes",0,467
"RNF17_1560",29,2,0.241608960868499,"no",-0.219869402304041,0.334128924412005,-0.229563952085349,0.018633313116408,21,2,0.671967066996495,"no","","yes",0.00214132762312634,467
"COL19A1_958",28,2,0.245216478824246,"no",-0.0195379065990551,0.180696482619482,-0.0180153748263067,0.110434711113381,21,2,0.280690135990924,"no","","yes",0,467
"NPHS1_79",29,2,0.246273976709946,"no",NA,NA,NA,NA,21,2,0.745225940033694,"no","","yes",0,467
"TSKU_324",32,2,0.250892319484808,"no",-0.0433320736605094,0.258686195366415,0.0872342754761924,0.0476789068628086,23,2,0.690876560590504,"no","","yes",0,467
"TTN_19496",3,2,0.251157341898506,"no",0.0719013302511884,0.183336367639513,0.00472602028085135,0.0928316335575655,2,2,0.406191350746994,"no","","yes",0.00214132762312634,467
"TTN_23296",3,2,0.251157341898506,"no",0.0719013302511884,0.183336367639513,0.00472602028085135,0.0928316335575655,2,2,0.406191350746994,"no","","yes",0.00428265524625268,467
"TTN_23297",3,2,0.251157341898506,"no",0.0719013302511884,0.183336367639513,0.00472602028085135,0.0928316335575655,2,2,0.406191350746994,"no","","yes",0,467
"ABCC1_378",34,2,0.254416802669108,"no",0.0469589089682335,0.207105851853538,0.0308726443840331,0.0867986550058079,24,2,0.643628781293722,"no","","yes",0,467
"BBOX1_255",32,2,0.255137773585649,"no",0.169357740156597,0.101564755544658,0.204387810625975,0.046242435897489,25,1,NA,NA,"","yes",0,467
"CECR2_1224",25,2,0.256441495745468,"no",-0.0479602340169777,0.221736744233135,-0.112674613132436,0.0187763079800915,0,0,NA,NA,"","yes",0,467
"CSMD3_1337",22,2,0.257010036614707,"no",-0.0833995366622095,0.159116697628108,0.0682986498436541,0.0457720016313279,15,1,NA,NA,"","yes",0,467
"ERC1_721",32,2,0.260458304951467,"no",0.102074475923195,0.171930969853826,0.143637061246258,0.10335750008021,24,1,NA,NA,"","yes",0,467
"ITK_121",34,2,0.265425027522127,"no",-0.0231848694225922,0.159366089514813,-0.0130788540191632,0.0596226633976049,25,1,NA,NA,"","yes",0,467
"HDAC7_605",31,2,0.27467916061861,"no",-0.0618344748738908,0.168251858674581,-0.168212587838218,0.204700623121254,22,2,0.630307791733471,"no","","yes",0,467
"HDAC5_644",31,2,0.277590922972432,"no",0.121595876202565,0.139408294161819,0.155181591977867,0.0616570256529405,22,2,0.900858078077331,"no","","yes",0,467
"TAL2_83",33,2,0.278232669651367,"no",0.0266339058504304,0.156909455129638,-0.0694517564924026,0.0249008677836189,25,1,NA,NA,"","yes",0,467
"NCAN_34",30,2,0.283405552621862,"no",0.0526344449124663,0.159594110734992,0.168832786899778,0.383130242958949,22,1,NA,NA,"","yes",0.00428265524625268,467
"NCAN_628",30,2,0.283405552621862,"no",0.0526344449124663,0.159594110734992,0.168832786899778,0.383130242958949,22,1,NA,NA,"","yes",0.00214132762312634,467
"KIAA2026_711",27,2,0.283881012839445,"no",-0.0867767781799021,0.131654141792959,-0.208602471357694,0.075298622927255,0,0,NA,NA,"","yes",0,467
"PTPRD_561",26,2,0.288282614105076,"no",-0.0471308063530656,0.141814292638435,-0.187619085248666,0.250044648354537,18,1,NA,NA,"BCNET_Act,BRCA_Act,CM_Act,DLBCL_Act,ESCA_Act,NSCLC_Act,PRAD_Act,VV_Act","yes",0.00428265524625268,467
"FMN2_971",23,2,0.293440015835953,"no",0.00464218480578309,0.157882494315178,-0.0509278849024856,0.0183545768312961,16,1,NA,NA,"","yes",0.00428265524625268,467
"ACADVL_457",32,2,0.300041513043229,"no",0.011523836870653,0.272570148548886,0.223210529462624,0.184180004523428,24,1,NA,NA,"","yes",0,467
"DRD3_16",32,2,0.30314065188479,"no",-0.111986194359566,0.280459170595922,-0.0419823803209425,0.00520012994194306,24,2,0.525040615956973,"no","","no",0,467
"MATN2_231",31,2,0.309996147998949,"no",0.115218059912108,0.288650294838618,0.130868282808046,0.0469918372975913,24,1,NA,NA,"","yes",0,467
"ABCA12_1034",29,2,0.32341982084111,"no",0.0171426026146113,0.167067066743697,0.102451668025279,0.0188155587092639,21,2,0.640221591297214,"no","","yes",0,467
"KCNC2_573",30,2,0.327450590173899,"no",-0.0904656780962637,0.138591075354522,-0.360231425002709,0.045853681731829,24,1,NA,NA,"","no",0.00428265524625268,467
"TBX5_238",31,2,0.33011528164792,"no",-0.0253622198338269,0.144188201340293,-0.0892730290589215,0.0936045249954565,23,2,0.559429179382906,"no","","yes",0,467
"MAST4_1275",29,2,0.332859999459592,"no",0.130918687159567,0.192387306430103,0.119844487183771,0.0218545859317887,22,1,NA,NA,"","yes",0,467
"MAST4_544",29,2,0.332859999459592,"no",0.130918687159567,0.192387306430103,0.119844487183771,0.0218545859317887,22,1,NA,NA,"","yes",0,467
"MYLK_750",32,2,0.334159848295182,"no",-0.0687546336124736,0.221790695859811,-0.0455681145731068,0.111219913226615,24,1,NA,NA,"","yes",0,467
"DPF1_235",33,2,0.334960476667349,"no",0.120458648428178,0.142347461831642,0.0645173132646862,0.0041118387860903,24,2,0.868942528988906,"no","","yes",0,467
"OR5W2_307",30,2,0.33563086685724,"no",-0.0270028102351616,0.216985008885903,0.048934731274186,0.052691193230995,22,1,NA,NA,"","no",0,467
"GRIK4_786",28,2,0.340287194920947,"no",-0.180142623009144,0.158793996725445,-0.0340282861215583,0.108584182627153,20,2,0.566629539275666,"no","","yes",0,467
"SULT1A1_90",31,3,0.346551280236298,"no",-0.154596531836855,0.110628054251124,-0.197801677699525,0.145567911913139,24,2,0.529627423926718,"no","","yes",0.00214132762312634,467
"SORCS2_656",31,2,0.347530943566765,"no",0.0477213295296834,0.165905372133432,-0.0971335862927095,0.180408438653225,23,2,0.603572047116737,"no","","yes",0,467
"LIN7A_41",32,2,0.347911371545746,"no",-0.144806958855343,0.153392626362315,0.133611031007396,0.303365628724469,25,1,NA,NA,"","yes",0.00428265524625268,467
"KIAA1377_91",31,2,0.3549195220134,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,467
"F13B_56",28,2,0.355766177255621,"no",-0.0567798158427059,0.12807010477192,-0.223015458180498,0.0516075375525235,21,1,NA,NA,"","no",0,467
"GLRB_167",32,2,0.361346153401112,"no",-0.121221853980621,0.192670873473639,-0.150914055564073,0.181166398124305,23,1,NA,NA,"","yes",0,467
"TIGIT_102",33,2,0.369440787247863,"no",-0.0364966573845084,0.20258699701874,-0.116484689102957,0.299434022299945,24,1,NA,NA,"","yes",0.00856531049250535,467
"SLC10A2_177",29,2,0.370192666844183,"no",-0.00632743988001728,0.169850385380561,0.0387331610248206,0.0644342586493304,22,1,NA,NA,"","no",0.00214132762312634,467
"ATP2B2_563",30,2,0.370282061283755,"no",-0.0569177766524051,0.13301508122792,-0.221144908854253,0.124371555926015,22,1,NA,NA,"","yes",0,467
"ASCC3_1542",30,3,0.376355091502789,"no",-0.119422012189783,0.183026428971244,-0.0912135991614964,0.118599682430647,22,2,0.25408518357068,"no","","yes",0,467
"MPPED2_277",31,2,0.377227552379579,"no",0.0698386051020755,0.196011940717971,0.321157926136791,0.31919217694136,24,1,NA,NA,"","yes",0,467
"GRIK3_235",31,2,0.388805441283155,"no",0.0455060757524454,0.196353785149178,0.0988099700936283,0.0844083474437408,22,2,0.670861426305309,"no","","yes",0,467
"NCOR1_804",28,2,0.38916089917567,"no",-0.0134747726854872,0.199409210996577,0.0114754956103683,0.0948384773365997,21,2,0.621897750433134,"no","BLCA_LoF,BRCA_LoF,CH_LoF,DLBCL_LoF,HNSC_LoF,MBL_LoF,MESO_LoF,PRAD_LoF,SCLC_LoF","yes",0,467
"MYO9A_1485",31,2,0.395012203183171,"no",-0.162592879752568,0.202568256591144,-0.177415385212667,0.0316564810556305,23,1,NA,NA,"","yes",0,467
"PKLR_251",32,2,0.396429789041839,"no",-0.057407040857362,0.173572518625601,0.0783707872056449,0.13769850557736,23,1,NA,NA,"","yes",0,467
"EDARADD_170",32,2,0.39655429555225,"no",0.0601940536975121,0.309168530808041,0.149162511865537,0.14554866715695,22,2,0.327114833027251,"no","","yes",0,467
"MLST8_263",31,2,0.39824920078194,"no",-0.1043606139381,0.245902000684887,-0.213415468569297,0.0582502524764335,23,1,NA,NA,"","yes",0,467
"MAP3K5_256",28,2,0.40168099814615,"no",0.0330940026837004,0.149629854627199,-0.231778460043752,0.257067443411077,21,2,0.583823949352542,"no","","yes",0.00642398286937901,467
"CACNA1S_1508",30,2,0.404394504728329,"no",0.0973716975585958,0.186665210612182,0.0493451425451844,0.0369052262969221,21,2,0.768341984259261,"no","","yes",0,467
"KLF12_24",33,2,0.405309060496773,"no",-0.115802623703268,0.236505973327933,-0.216511288667197,0.135878299278691,25,1,NA,NA,"","yes",0,467
"TDRD1_374",29,2,0.407847155305937,"no",-0.0413686249322438,0.191989288252398,-0.173776652510306,0.132253337083821,23,2,0.695965386976012,"no","","yes",0,467
"MLH3_1232",33,2,0.409784739809856,"no",0.0385469412786986,0.124498557741966,0.0885869665454729,0.0901632527865411,24,1,NA,NA,"","yes",0,467
"TGS1_296",31,2,0.418528601105128,"no",-0.146274368502271,0.155630524694371,-0.119607478181411,0.0389828801214301,23,2,0.472798302950499,"no","","yes",0,467
"PVRL1_98",29,2,0.430230182939746,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,467
"RCBTB2_474",32,2,0.431848765587586,"no",0.106434170071919,0.0911341122358633,0.108445956096115,0.296965324708358,25,1,NA,NA,"","yes",0,467
"FCGBP_171",28,2,0.433068247218806,"no",0.0476069709140661,0.210912275431193,0.106366734024068,0.252526320551889,0,0,NA,NA,"","yes",0,467
"RAPGEF6_707",33,2,0.434410027426826,"no",-0.0979842716079407,0.213753235197674,-0.179462464381537,0.151277263941679,25,1,NA,NA,"","yes",0,467
"POLB_200",33,2,0.442689184772746,"no",0.0160044532164833,0.217688909898145,-0.0448881682021704,0.0471640587958779,25,1,NA,NA,"","yes",0,467
"SLC35F3_39",30,2,0.442967390274908,"no",-0.117486372405063,0.168667185172718,-0.071060803135664,0.112890190224965,23,1,NA,NA,"","yes",0,467
"MYO9B_2145",23,2,0.449838160450571,"no",0.0415608824130656,0.161134779218616,0.104660393287788,0.184544002254799,19,2,0.506341235517475,"no","","yes",0,467
"HSD17B4_215",32,2,0.460428419210509,"no",0.0165567365285453,0.241221681990532,-0.338815133170436,0.126098821522082,24,1,NA,NA,"","yes",0,467
"MAST4_2456",29,2,0.468522107387464,"no",0.130918687159567,0.192387306430103,0.173042485632036,0.0491980552546105,22,1,NA,NA,"","yes",0,467
"ANGPTL5_313",30,2,0.470026151829297,"no",0.0759263307185775,0.251661552669321,-0.00115649418675851,0.154000770232775,22,1,NA,NA,"","yes",0,467
"C1QTNF2_175",32,2,0.474986069608334,"no",-0.0732270445586334,0.289604183787173,-0.197998144361878,0.169998450748515,23,2,0.533023995921647,"no","","yes",0,467
"MEN1_210",31,2,0.475854613427509,"no",-0.0226396472317801,0.158764565070178,-0.0954274048625441,0.175130766766839,24,1,NA,NA,"ACC_LoF,BRCA_LoF,HC_LoF,LNET_LoF,PAIS_LoF","yes",0,467
"SUCLG1_116",33,3,0.476854901291418,"no",-0.123639515284306,0.213831396101103,-0.243783741934854,0.142285723349188,25,1,NA,NA,"","yes",0,467
"KCNK10_47",30,2,0.477429377999262,"no",-0.0767574486816328,0.207803756893059,0.0129934145907541,0.100579736015708,23,1,NA,NA,"","yes",0,467
"IGF1_194",33,2,0.4785017363661,"no",0.0351049785347423,0.199565327004498,0.0548851315722891,0.0381053578309881,25,1,NA,NA,"","yes",0.00214132762312634,467
"PIK3C2G_8",29,2,0.482367644330861,"no",-0.094345739809759,0.263076571580176,-0.206239371091488,0.025822439247958,22,1,NA,NA,"","no",0,467
"ZNF423_107",30,2,0.48581869050697,"no",0.0568263479191608,0.192429193113795,-0.022328261164654,0.19206528230853,22,2,0.511817426579477,"no","","yes",0,467
"ASCC3_429",30,2,0.485875402427755,"no",-0.119422012189783,0.183026428971244,-0.0379971471365526,0.0983227344255304,22,2,0.451695384314917,"no","","yes",0,467
"NPSR1_124",25,2,0.487785028770473,"no",-0.0227107728298657,0.260983102896114,0.0465778693624094,0.0092170236472347,19,1,NA,NA,"","no",0,467
"GPR116_413",30,2,0.488309887051955,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,467
"MAVS_393",31,2,0.493735382183219,"no",-0.0782976095776989,0.211187094809826,-0.0961647864284585,0.122567454303928,24,1,NA,NA,"","yes",0,467
"SGK223_835",29,2,0.502857737697987,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,467
"EMILIN1_872",33,2,0.503911657726515,"no",0.079706506852549,0.178637888520434,0.221479518668229,0.298872932811115,25,1,NA,NA,"","yes",0,467
"FLRT2_23",31,3,0.538084028114816,"no",0.0608004787855451,0.168468499305972,-0.130763187891089,0.266783387540784,24,1,NA,NA,"","yes",0,467
"GRIA1_418",30,2,0.543212507921715,"no",0.0199240011974632,0.139796691011843,-0.0611032494559615,0.210831302989627,23,1,NA,NA,"","yes",0.00214132762312634,467
"NKAIN4_130",31,2,0.548065499081624,"no",-0.0835661111707689,0.234298426749859,-0.124096440309325,0.0496294964683358,22,2,0.0143028841716983,"no","","yes",0,467
"STEAP1_25",28,2,0.554237447634153,"no",0.0241767433242554,0.170761574673501,-0.0562173529915829,0.0156054113715289,19,2,0.51909331080283,"no","","yes",0,467
"SLC22A3_442",32,2,0.556481443351712,"no",0.0127330038404297,0.19471522982977,0.0468821912284344,0.0394721597488958,24,1,NA,NA,"","yes",0,467
"PPM1L_338",31,2,0.558303436821694,"no",0.146663380993268,0.213088896500201,0.127625452902876,0.0731645947938662,24,1,NA,NA,"","yes",0,467
"PAPPA2_1704",26,2,0.56025140443668,"no",0.0974983564178293,0.141074054739341,0.141301003142807,0.00705566273116001,18,1,NA,NA,"","yes",0.00214132762312634,467
"ATP2A3_677",28,2,0.560536172390077,"no",0.0127145160637982,0.251078741540409,0.0423135964744383,0.0102068850266542,20,2,0.305103984247703,"no","","yes",0,467
"CERK_489",33,2,0.561949925360927,"no",-0.0371304153442306,0.287871129316612,0.0181683532434687,0.0692058674021914,23,2,0.700808102412259,"no","","yes",0,467
"GLIS3_29",28,2,0.564251591294536,"no",0.020299273398583,0.11919893584368,-0.020799287162292,0.222869048106988,19,1,NA,NA,"","yes",0,467
"NAMPT_349",30,2,0.568733093347527,"no",-0.133222834053414,0.118570678594771,-0.231218132762212,0.103642707476526,22,1,NA,NA,"","yes",0,467
"ARHGEF37_472",32,3,0.571072707851996,"no",0.0160736055640253,0.307552785700826,0.10161549228544,0.133635801772267,25,1,NA,NA,"","yes",0,467
"HPN_175",32,2,0.580161254200666,"no",0.147775078153887,0.313596731438973,0.304286967268302,0.0156462182044556,23,2,0.885086143989739,"no","","yes",0,467
"SATB2_594",31,2,0.587595085688962,"no",-0.0323371798242423,0.13373068754088,-0.0036386126656748,0.0188982044835985,22,2,0.829194565416667,"no","","yes",0.00214132762312634,467
"DDX4_165",34,2,0.58893261513252,"no",-0.00551434824408073,0.189033111251951,-0.0120624571817835,0.000762396580915699,25,1,NA,NA,"","yes",0,467
"RHOT2_456",31,2,0.596005878692506,"no",-0.133201276625865,0.225801325081165,-0.0861763167784149,0.0988080716201351,23,2,0.424479450624194,"no","","yes",0,467
"MAST1_61",30,2,0.600613298803841,"no",-0.152522623955919,0.195998524805802,0.0214838154909852,0.0485840957830891,23,1,NA,NA,"","yes",0,467
"PHKB_917",32,2,0.608462136783644,"no",0.0141572124429659,0.177510036023396,0.239680978416072,0.122965567492738,23,2,0.626018010989235,"no","","yes",0,467
"PAX7_175",31,2,0.619003820039668,"no",-0.0495756321990973,0.150108976416924,0.148359744789507,0.0952305132045968,24,1,NA,NA,"","no",0,467
